station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	10.964	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	31.570	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	49.060	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	P99_9	99.9 percentile	135.630	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	186.970	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Max25	25th highest value	96.730	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	93.082	8154	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	6.285	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	6.967	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	14.710	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	18.531	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	27.310	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	21.186	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	95.890	350	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	5.820	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	6.967	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	15.860	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	22.410	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	43.100	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	59.380	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max25	25th highest value	33.380	93.185	8163	Y
RO0093A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	93.185	8163	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	Mean	annual mean	33.679	96.438	352	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P50	50 percentile	36.054	96.438	352	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P95	95 percentile	59.543	96.438	352	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	P98	98 percentile	63.827	96.438	352	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	day	Max	maximum	69.045	96.438	352	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Mean	annual mean	54.163	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P50	50 percentile	59.869	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P95	95 percentile	86.794	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	P98	98 percentile	89.114	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Max	maximum	105.766	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Max26	26th highest value	83.912	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	1100.000	95.342	348	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	29.090	93.664	8205	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	33.486	93.664	8205	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	80.390	93.664	8205	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	87.480	93.664	8205	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	Max	maximum	116.890	93.664	8205	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2009	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	1139.000	94.203	1040	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Mean	annual mean	33.412	94.521	345	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P50	50 percentile	35.093	94.521	345	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P95	95 percentile	52.970	94.521	345	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	P98	98 percentile	58.983	94.521	345	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	day	Max	maximum	78.479	94.521	345	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Mean	annual mean	52.452	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P50	50 percentile	54.987	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P95	95 percentile	78.469	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	P98	98 percentile	84.504	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max	maximum	100.560	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Max26	26th highest value	76.604	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	Days(c > 120)	days with c > 120 ug/m3	0.000	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	dymax	SOMO35	SOMO35 (c > 70 ug/m3, year,corrected)	493.000	93.973	343	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	31.400	92.055	8064	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	33.399	92.055	8064	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	73.180	92.055	8064	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	80.500	92.055	8064	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	Max	maximum	110.790	92.055	8064	Y
RO0093A	7	Ozone (air)	O3	µg/m3	100	Calendar year	2010	hour	AOT40	AOT40 (c > 80 ug/m3,3 months,corrected)	1047.000	92.482	1021	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P50	50 percentile	19.377	95.068	347	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Mean	annual mean	21.038	95.068	347	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P95	95 percentile	39.052	95.068	347	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	P98	98 percentile	43.010	95.068	347	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	day	Max	maximum	63.112	95.068	347	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	18.570	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	21.128	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	46.010	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	55.390	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max	maximum	116.120	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Max19	19th highest value	85.760	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2009	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	92.934	8141	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	13.562	90.685	331	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	15.217	90.685	331	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	28.672	90.685	331	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	33.731	90.685	331	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	day	Max	maximum	56.452	90.685	331	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	12.890	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	15.218	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	33.070	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	40.600	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	97.890	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Max19	19th highest value	71.310	88.162	7723	Y
RO0093A	8	Nitrogen dioxide (air)	NO2	µg/m3	100	Calendar year	2010	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	88.162	7723	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P50	50 percentile	26.804	95.068	347	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Mean	annual mean	32.833	95.068	347	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P95	95 percentile	75.314	95.068	347	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	P98	98 percentile	93.345	95.068	347	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	day	Max	maximum	217.159	95.068	347	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P50	50 percentile	24.090	92.934	8141	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Mean	annual mean	33.022	92.934	8141	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P95	95 percentile	87.230	92.934	8141	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	P98	98 percentile	116.790	92.934	8141	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2009	hour	Max	maximum	418.170	92.934	8141	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P50	50 percentile	19.803	90.685	331	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Mean	annual mean	23.286	90.685	331	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P95	95 percentile	43.608	90.685	331	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	P98	98 percentile	56.597	90.685	331	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	day	Max	maximum	89.518	90.685	331	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P50	50 percentile	18.270	88.151	7722	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Mean	annual mean	23.261	88.151	7722	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P95	95 percentile	53.210	88.151	7722	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	P98	98 percentile	69.460	88.151	7722	Y
RO0093A	9	Nitrogen oxides (air)	NOX	µg NO2/m3	100	Calendar year	2010	hour	Max	maximum	163.160	88.151	7722	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P50	50 percentile	0.130	90.164	330	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	Mean	annual mean	0.350	90.164	330	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P95	95 percentile	1.338	90.164	330	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	P98	98 percentile	1.750	90.164	330	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	day	Max	maximum	2.374	90.164	330	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P50	50 percentile	0.251	89.891	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	Mean	annual mean	0.723	89.891	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P95	95 percentile	2.564	89.891	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	P98	98 percentile	3.122	89.891	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	dymax	Max	maximum	3.506	89.891	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P50	50 percentile	0.090	88.969	7815	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	Mean	annual mean	0.349	88.969	7815	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P95	95 percentile	1.840	88.969	7815	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	P98	98 percentile	2.530	88.969	7815	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2008	hour	Max	maximum	5.760	88.969	7815	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P50	50 percentile	0.092	90.137	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	Mean	annual mean	0.300	90.137	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P95	95 percentile	1.260	90.137	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	P98	98 percentile	1.737	90.137	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	day	Max	maximum	3.724	90.137	329	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P50	50 percentile	0.139	89.863	328	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	Mean	annual mean	0.615	89.863	328	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P95	95 percentile	2.467	89.863	328	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	P98	98 percentile	3.131	89.863	328	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	dymax	Max	maximum	6.321	89.863	328	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P50	50 percentile	0.080	88.767	7776	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	Mean	annual mean	0.303	88.767	7776	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P95	95 percentile	1.550	88.767	7776	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	P98	98 percentile	2.500	88.767	7776	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2009	hour	Max	maximum	7.590	88.767	7776	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P50	50 percentile	0.166	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Mean	annual mean	0.378	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P95	95 percentile	1.232	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	P98	98 percentile	1.887	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	day	Max	maximum	3.527	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P50	50 percentile	0.314	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Mean	annual mean	0.668	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P95	95 percentile	2.174	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	P98	98 percentile	3.323	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	dymax	Max	maximum	5.696	91.781	335	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P50	50 percentile	0.120	89.475	7838	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Mean	annual mean	0.380	89.475	7838	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P95	95 percentile	1.540	89.475	7838	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	P98	98 percentile	2.310	89.475	7838	Y
RO0093A	10	Carbon monoxide (air)	CO	mg/m3	100	Calendar year	2010	hour	Max	maximum	7.790	89.475	7838	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P50	50 percentile	2.128	68.852	252	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	Mean	annual mean	3.151	68.852	252	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P95	95 percentile	9.334	68.852	252	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	P98	98 percentile	10.440	68.852	252	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	day	Max	maximum	16.366	68.852	252	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	1.790	73.338	6442	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	3.210	73.338	6442	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	11.330	73.338	6442	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	16.840	73.338	6442	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2008	hour	Max	maximum	39.210	73.338	6442	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P50	50 percentile	1.557	97.534	356	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	Mean	annual mean	2.944	97.534	356	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P95	95 percentile	9.752	97.534	356	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	P98	98 percentile	13.440	97.534	356	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	day	Max	maximum	23.621	97.534	356	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P50	50 percentile	1.350	98.311	8612	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	Mean	annual mean	2.967	98.311	8612	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P95	95 percentile	11.480	98.311	8612	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	P98	98 percentile	16.770	98.311	8612	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2009	hour	Max	maximum	51.070	98.311	8612	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P50	50 percentile	2.001	90.137	329	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Mean	annual mean	2.931	90.137	329	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P95	95 percentile	7.600	90.137	329	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	P98	98 percentile	9.529	90.137	329	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	day	Max	maximum	13.714	90.137	329	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	1.780	91.587	8023	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	2.973	91.587	8023	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	9.170	91.587	8023	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	13.420	91.587	8023	Y
RO0093A	20	Benzene (air)	C6H6	µg/m3	100	Calendar year	2010	hour	Max	maximum	28.430	91.587	8023	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P50	50 percentile	2.907	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Mean	annual mean	4.476	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P95	95 percentile	12.451	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	P98	98 percentile	18.411	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max	maximum	70.666	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Max4	4th highest value	22.921	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	day	Days(c > 125)	days with c > 125 ug/m3	0.000	87.158	319	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P50	50 percentile	2.160	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Mean	annual mean	4.451	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P95	95 percentile	16.100	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P98	98 percentile	25.510	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	P99_9	99.9 percentile	126.250	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max	maximum	204.920	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Max25	25th highest value	60.830	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2008	hour	Hours(c > 350)	hours with c > 350 ug/m3	0.000	86.635	7610	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P50	50 percentile	4.655	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Mean	annual mean	5.035	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P95	95 percentile	8.259	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	P98	98 percentile	9.243	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max	maximum	11.355	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Max4	4th highest value	10.964	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	day	Days(c > 125)	days with c > 125 ug/m3	0.000	92.603	338	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P50	50 percentile	4.530	89.315	7824	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Mean	annual mean	5.031	89.315	7824	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P95	95 percentile	8.610	89.315	7824	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P98	98 percentile	10.350	89.315	7824	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	P99_9	99.9 percentile	25.110	89.315	7824	Y
RO0094A	1	Sulphur dioxide (air)	SO2	µg/m3	100	Calendar year	2010	hour	Max	maximum	34.960	89.315	7824	Y
