station_european_code	component_code	component_caption	component_name	component_FWD	measurement_european_group_code	measurement_unit	measurement_group_start_date	measurement_group_end_date	measurement_latest_AIRBASE	measurement_european_code	measurement_start_date	measurement_end_date	measurement_automatic	measurement_technique_principle	measurement_equipment	integration_time_frequency	calibration_unit	height_sampling_point	length_sampling_line	location_sampling_point	sampling_time	sampling_time_unit	calibration_frequency	integration_time_unit	calibration_method	calibration_description
RO0011A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	1989-01-01	2006-12-31	2006-12-31	100	1989-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	1	year	7	2	facade of building	0		1	hour	compressed gases	
RO0011A	4	SPM	Total suspended particulates (aerosol)	yes	100	µg/m3	1998-01-01	2005-12-31	2003-12-31	100	1998-01-01	2005-12-31	no	gravimetry	UNDEFINED	24	year	7	2	facade of building	0		1	hour	standard mass	
RO0011A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01	2007-12-31	2008-12-31	100	2004-01-01	2007-12-31	no	gravimetry	UNDEFINED	1		0	0		1	natural day		day		
RO0011A	7	O3	Ozone (air)	yes	100	µg/m3	2002-01-01	2007-12-31	2008-12-31	100	2002-01-01	2007-12-31	yes	UV absorption	HORIBA APOA 360	1	year	7	2	facade of building	0		1	hour	uv lamp (ozone generator)	
RO0011A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	1989-01-01	2006-12-31	2007-12-31	100	1989-01-01	2006-12-31	no	spectrophotometry	photocolorimeter	1	year	7	2	facade of building	0		1	hour	compressed gases	
RO0011A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2006-01-01	2006-12-31	2007-12-31	100	2006-01-01	2006-12-31	yes	chemiluminescence	ENVIRONMENT AC31M	1	month	0	0		0		4	hour		
RO0011A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2005-01-01	2007-12-31	2006-12-31	100	2005-01-01	2007-12-31	yes	Non-dispersive infrared absorption,infrared gas filter corre	Unknown			0	0		0					
RO0011A	35	NH3	Ammonia (air)	no	100	µg/m3	1998-01-01	2007-12-31	2007-12-31	100	1998-01-01	2007-12-31	no	spectrophotometry	photocolorimeter	24	year	7	2	facade of building	0		1	hour	standard solution	
RO0065A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT AF 21 M	1	month	0	0		1	hour	2	hour		
RO0065A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0065A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		1	hour	2	hour	uv lamp (ozone generator)	
RO0065A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	3	1		1	hour	2	hour	unknown	
RO0065A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	3	1		1	hour	2	hour		
RO0065A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	3	1	unknown	0		3	hour	unknown	
RO0065A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	3	1		1	natural day	1	day	standard solution	
RO0065A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0065A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0065A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0065A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no			1		0	0		0			day		
RO0066A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT AF 21 M	1	month	0	0		0		3	hour	compressed gases	
RO0066A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0066A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		1	hour	2	hour	uv lamp (ozone generator)	
RO0066A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0066A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0066A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2009-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		1	hour	2	hour		
RO0066A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0066A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0066A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0066A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0067A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		1	hour	2	hour		
RO0067A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0067A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		1	hour	2	hour	uv lamp (ozone generator)	
RO0067A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0067A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0067A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		1	hour	2	hour		
RO0067A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0067A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0067A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0067A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		1	hour	2	hour		
RO0068A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		0		2	hour		
RO0068A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0068A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		0		2	hour	uv lamp (ozone generator)	
RO0068A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0068A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0068A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		0		2	hour		
RO0068A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0068A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0068A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01			100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0068A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0069A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2007-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		0		2	hour		
RO0069A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0069A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		0		2	hour	uv lamp (ozone generator)	
RO0069A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0069A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0069A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		0		2	hour		
RO0069A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0069A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0069A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		1	hour	compressed gases	
RO0069A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0069A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2006-01-01		2010-12-31	100	2006-01-01		no	gravimetry	DERENDA	1	month	0	0		0		6	day	flow rate check	
RO0070A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2009-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		0		2	hour		
RO0070A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0070A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		0		2	hour	uv lamp (ozone generator)	
RO0070A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0070A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0070A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		0		2	hour		
RO0070A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0070A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0070A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01			100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	flow rate check	
RO0070A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0070A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		no	gravimetry	UNKNOWN	1		4	0		0			day		
RO0071A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		0		2	hour		
RO0071A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	0	0		1	natural day	6	day	flow rate check	
RO0071A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		0		2	hour	uv lamp (ozone generator)	
RO0071A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0071A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0071A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		0		2	hour		
RO0071A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2008-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0071A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01		2008-12-31	100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0071A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01			100	2007-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		1	hour	flow rate check	
RO0071A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2004-01-01		2005-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0072A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2000-01-01		2010-12-31	100	2000-01-01		yes	UV fluorescence	ENVIRONMENT  AF 21 M	1	month	0	0		0		2	hour		
RO0072A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	gravimetry	DERENDA	1	month	4	2	roof	1	natural day	6	day	flow rate check	
RO0072A	7	O3	Ozone (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	UV absorption	ENVIRONMENT 41 M 2	1	month	0	0		0		2	hour	uv lamp (ozone generator)	
RO0072A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0072A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2000-01-01		2010-12-31	100	2000-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		2	hour		
RO0072A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2004-01-01		2010-12-31	100	2004-01-01		yes	infrared absorption	ENVIRONNEMENT 11M	1	month	0	0		0		2	hour		
RO0072A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2004-01-01		2010-12-31	100	2004-01-01		no	atomic absorption spectrometry	AA GBC 932	1	day	4	2	roof	1	natural day	1	day	standard solution	
RO0072A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2008-01-01			100	2008-01-01		no	atomic absorption spectrometry	UNDEFINED	24	year	2	2	facade of building	0		1	hour	unknown	
RO0072A	20	C6H6	Benzene (air)	yes	100	µg/m3	2007-01-01		2010-12-31	100	2007-01-01		yes	Gas chromatography with photo ionization detector	UNKNOWN	1	month	4	2	roof	0		1	hour	compressed gases	
RO0072A	38	NO	Nitrogen monoxide (air)	no	100	µg/m3	2000-01-01		2005-12-31	100	2000-01-01		yes	chemiluminescence	ENVIRONMENT AC 31 M 2	1	month	0	0		0		3	hour		
RO0072A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2006-01-01		2007-12-31	100	2006-01-01		no	gravimetry	DERENDA	1	month	4	2	roof	0		6	day	flow rate check	
RO0104A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0104A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0104A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0104A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0104A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0104A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2009-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0104A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0104A	35	NH3	Ammonia (air)	no	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0104A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0105A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0105A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
RO0105A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0105A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0105A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2009-01-01		2010-12-31	100	2009-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0105A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0105A	12	Pb	Lead (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0105A	14	Cd	Cadmium (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0105A	15	Ni	Nickel (aerosol)	yes	100	ng/m3	2009-01-01		2010-12-31	100	2009-01-01		no	atomic absorption spectrometry	UNKNOWN	1	day	4	2	roof	1	natural day	14	day	standard solution	
RO0105A	35	NH3	Ammonia (air)	no	100	µg/m3	2009-01-01			100	2009-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0106A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0106A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2009-01-01			100	2009-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0106A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0106A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0106A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0106A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0106A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0107A	1	SO2	Sulphur dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV fluorescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0107A	5	PM10	Particulate matter < 10 µm (aerosol)	yes	100	µg/m3	2008-01-01		2008-12-31	100	2008-01-01		yes	nephelometry	unitec	1	month	4	2	roof	0		6	hour	reference measurement meth.	
RO0107A	7	O3	Ozone (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	UV absorption	ORION	1	month	4	2	roof	0		3	hour	uv lamp (ozone generator)	
RO0107A	8	NO2	Nitrogen dioxide (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0107A	9	NOX	Nitrogen oxides (air)	yes	100	µg NO2/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	chemiluminescence	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0107A	10	CO	Carbon monoxide (air)	yes	100	mg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Non-dispersive infrared absorption,infrared gas filter corre	ORION	1	month	4	2	roof	0		4	hour	compressed gases	
RO0107A	20	C6H6	Benzene (air)	yes	100	µg/m3	2008-01-01		2010-12-31	100	2008-01-01		yes	Gas chromatography with photo ionization detector	ORION	1	month	4	2	roof	0		3	hour	compressed gases	
RO0107A	6001	PM2.5	Particulate matter < 2.5 µm (aerosol)	yes	100	µg/m3	2009-01-01		2010-12-31	100	2009-01-01		no	gravimetry	Tecora	1	month	4	2	roof	0		6	day	flow rate check	
