indic_is,unit,hhtyp,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 
H_DIALUP,PC_HH_IACC,TOTAL,EU15	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	11 	19 	26 	38 	54 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	11 	18 	25 	37 	53 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	12 	19 	26 	37 	53 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	13 	20 	27 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,EU28	: 	: 	: 	: 	: 	: 	: 	: 	7 	10 	12 	19 	26 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	0 n	0 n	6 	9 	8 	12 	27 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	10 	8 	13 	25 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,HR	: 	: 	: 	: 	: 	: 	: 	: 	7 	7 	11 	39 	40 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,HU	: 	: 	: 	: 	: 	: 	: 	: 	6 	8 	6 	10 	13 	23 	46 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	11 	10 	16 	29 	43 	71 	81 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	2 	5 	7 	12 	23 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,IT	: 	: 	: 	: 	: 	: 	: 	: 	12 	12 	14 	21 	38 	53 	63 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,LT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	1 	1 	4 	6 	15 	18 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	27 	30 	20 	24 	26 	36 	51 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	12 	7 	6 	15 	16 	15 	18 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	20 	23 	: 	76 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	0 n	2 	2 	6 	17 	24 	44 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	7 	5 	9 	12 	10 	16 	31 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,NO	: 	: 	: 	: 	: 	: 	: 	: 	21 	19 	23 	21 	22 	16 	34 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,PL	: 	: 	: 	: 	: 	: 	: 	: 	8 	10 	12 	16 	18 	24 	34 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,PT	: 	: 	: 	: 	: 	: 	: 	: 	7 	12 	17 	14 	24 	29 	39 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	49 	48 	40 	56 	62 	62 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	31 	: 	75 	: 	: 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,SE	: 	: 	: 	: 	: 	: 	: 	: 	14 	14 	17 	23 	36 	33 	43 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	14 	17 	25 	41 	61 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,SK	: 	: 	: 	: 	: 	: 	: 	: 	21 	23 	22 	21 	23 	44 	52 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	6 	8 	7 	: 	46 	: 	: 
H_DIALUP,PC_HH_IACC,TOTAL,UK	: 	: 	: 	: 	: 	: 	: 	: 	2 	: u	7 	12 	18 	29 	47 	: 	: 
H_DIALUP1,PC_HH,A1,AT	: 	: 	: 	: 	4 	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,BE	: 	: 	: 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,BG	0 n	0 n	0 n	0 n	0 n	0 n	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,CH	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,CY	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,CZ	: 	1 	0 n	0 n	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,DE	1 	1 	1 	1 	2 	2 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,DK	: 	: 	: 	1 	2 	2 	1 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EA	: 	: 	: 	: 	3 	3 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EE	: 	: 	: 	: 	2 	3 b	4 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EL	0 n	0 n	0 n	1 	0 n	1 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,ES	0 n	0 n	1 	0 n	1 	0 n	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EU15	: 	: 	: 	: 	3 	3 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EU27_2007	: 	2 	2 	2 	3 	3 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EU27_2020	: 	2 	: 	2 	3 	3 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,EU28	: 	: 	: 	2 	3 	3 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,FI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,FR	7 	6 	7 	6 	6 	7 	4 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,HR	: 	: 	: 	: 	: 	: 	1 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,HU	0 	1 	2 	2 	1 	1 	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,IE	0 n	1 	: 	: 	: 	: 	5 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,IS	: 	0 	2 	: 	: 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,IT	: 	: 	: 	: 	: 	: 	1 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,LT	: 	: 	: 	: 	: 	: 	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,LU	6 	4 b	1 	1 	12 	4 	14 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,LV	: 	: 	: 	: 	0 n	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,ME	0 	0 n	3 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,MK	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,MT	: 	: 	: 	: 	: 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,NL	0 n	1 	1 	1 	8 	5 	: u	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,NO	: 	10 	14 	6 	14 	14 	10 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,PL	2 	2 	2 	2 	2 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,PT	3 	3 	3 	5 	2 	1 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,RO	3 	2 	4 	2 	3 	2 b	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,RS	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,SE	: 	: 	: 	: 	: 	: 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,SI	: 	: 	: 	: 	0 	1 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,SK	1 	2 	2 	2 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,TR	: 	: 	: 	: 	: 	: 	0 n	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1,UK	: 	: 	0 n	1 	0 n	: 	0 n	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,AT	: 	: 	: 	: 	1 	4 	1 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,BE	: 	: 	: 	2 	0 	1 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,BG	0 u	3 u	2 u	0 u	0 u	0 u	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,CH	: 	: 	: 	: 	: 	9 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,CY	: 	0 u	0 u	: 	: 	: 	: 	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,CZ	: 	1 	1 	0 	1 	1 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,DE	1 	2 	1 	1 	2 	1 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,DK	: 	: 	: 	1 	2 	2 	1 	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EA	: 	: 	: 	: 	4 	5 	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EE	: 	: 	: 	: 	0 	9 b	3 u	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EL	0 u	0 u	2 u	0 u	0 u	0 u	3 u	5 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,ES	0 n	0 n	0 n	1 	0 n	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EU15	: 	: 	: 	: 	3 	5 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EU27_2007	: 	4 	3 	3 	3 	4 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EU27_2020	: 	4 	: 	4 	4 	4 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,EU28	: 	: 	: 	3 	3 	4 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,FI	: 	: 	: 	: 	: 	: 	: 	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,FR	6 	9 	8 	9 	8 	9 	4 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,HR	: 	: 	: 	: 	: 	: 	4 u	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,HU	0 	0 	3 	0 n	1 	2 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,IE	0 	0 	: 	: 	: 	: 	8 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,IS	: 	0 u	0 u	: 	: 	: 	0 u	2 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,IT	: 	: 	: 	: 	: 	: 	1 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,LT	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,LU	0 u	9 b	: u	4 u	5 u	4 u	27 u	22 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,LV	: 	: 	: 	: 	0 	2 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,ME	: u	: u	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,MT	: 	: 	: 	: 	: 	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,NL	0 	0 	0 	0 u	9 	8 u	: u	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,NO	: 	17 u	: u	12 u	12 u	14 u	11 u	15 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,PL	0 	8 	4 	0 	0 u	4 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,PT	2 	3 	6 	12 	5 	5 	6 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,RO	3 u	0 u	2 u	4 	4 	0 bu	0 u	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,RS	0 u	0 u	0 u	: 	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,SE	: 	: 	: 	: 	: 	: 	: u	0 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,SI	: 	: 	: 	: 	: u	: u	0 u	4 u	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,SK	0 u	0 u	2 u	0 u	0 u	2 u	0 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,TR	: 	: 	: 	: 	: 	: 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A1_DCH,UK	: 	: 	0 	0 	2 	: 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,AT	: 	: 	: 	: 	5 	6 	5 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,BE	: 	: 	: 	2 	1 	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,BG	0 n	0 n	0 n	0 n	0 n	0 n	0 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,CH	: 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,CY	: 	0 	0 n	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,CZ	: 	1 	0 n	1 	3 	2 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,DE	1 	1 	1 	1 	2 	2 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,DK	: 	: 	: 	2 	2 	3 	0 n	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EA	: 	: 	: 	: 	4 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EE	: 	: 	: 	: 	3 	4 b	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EL	0 n	0 n	0 n	1 	1 	0 n	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,ES	1 	0 n	1 	1 	0 n	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EU15	: 	: 	: 	: 	3 	4 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EU27_2007	: 	3 	3 	3 	3 	3 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EU27_2020	: 	3 	: 	3 	3 	3 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,EU28	: 	: 	: 	3 	3 	3 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,FI	: 	: 	: 	: 	: 	: 	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,FR	10 	11 	10 	10 	8 	9 	5 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,HR	: 	: 	: 	: 	: 	: 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,HU	0 n	2 	1 	2 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,IE	0 	1 	: 	: 	: 	: 	6 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,IS	: 	0 	0 n	: 	: 	: 	0 n	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,IT	: 	: 	: 	: 	: 	: 	2 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,LT	: 	: 	: 	: 	: 	: 	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,LU	9 	9 b	2 	3 	13 	5 	18 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,LV	: 	: 	: 	: 	0 n	0 n	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,ME	0 	1 	2 	: 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,MK	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,MT	: 	: 	: 	: 	: 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,NL	0 n	0 n	1 	2 	8 	5 	: u	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,NO	: 	10 	16 	11 	23 	24 	18 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,PL	3 	2 	3 	3 	3 	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,PT	3 	3 	3 	6 	3 	2 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,RO	3 	4 	4 	3 	3 	3 b	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,RS	1 	0 	0 n	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,SE	: 	: 	: 	: 	: 	: 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,SI	: 	: 	: 	: 	0 	2 	1 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,SK	2 	3 	3 	3 	2 	2 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,TR	: 	: 	: 	: 	: 	: 	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2,UK	: 	: 	0 n	0 n	1 	: 	0 n	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,AT	: 	: 	: 	: 	4 	5 	6 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,BE	: 	: 	: 	1 	1 	1 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,BG	2 	1 	1 	1 	1 	1 	0 n	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,CH	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,CY	: 	0 	0 n	: 	: 	: 	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,CZ	: 	1 	1 	1 	2 	1 	3 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,DE	1 	1 	1 	0 n	1 	1 	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,DK	: 	: 	: 	1 	1 	3 	1 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EA	: 	: 	: 	: 	4 	4 	3 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EE	: 	: 	: 	: 	2 	3 b	4 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EL	0 n	0 n	0 	1 	1 	1 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,ES	0 n	1 	0 n	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EU15	: 	: 	: 	: 	3 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EU27_2007	: 	3 	3 	3 	3 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EU27_2020	: 	3 	: 	3 	4 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,EU28	: 	: 	: 	3 	3 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,FI	: 	: 	: 	: 	: 	: 	: 	0 n	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,FR	7 	8 	10 	8 	9 	10 	7 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,HR	: 	: 	: 	: 	: 	: 	2 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,HU	0 	2 	2 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,IE	0 	1 	: 	: 	: 	: 	8 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,IS	: 	1 	0 n	: 	: 	: 	1 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,IT	: 	: 	: 	: 	: 	: 	1 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,LT	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,LU	5 	6 b	4 	1 	7 	3 	17 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,LV	: 	: 	: 	: 	0 	2 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,ME	0 	3 	3 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,MK	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,MT	: 	: 	: 	: 	: 	1 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,NL	0 n	1 	0 n	2 	8 	3 	: u	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,NO	: 	8 	9 	7 	14 	8 	16 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,PL	2 	2 	3 	3 	2 	4 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,PT	4 	3 	8 	11 	5 	5 	6 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,RO	5 	5 	4 	5 	5 	4 b	2 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
H_DIALUP1,PC_HH,A2_DCH,RS	0 	1 	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
